"D1.source.country","D1.destination.country"
"United Kingdom","Morocco"
"Portugal","Morocco"
"Nigeria","Morocco"
"Spain","Morocco"
"France","Morocco"
"France","Morocco"
"Spain","Morocco"
"Spain","Morocco"
"Spain","Morocco"
"France","Morocco"
"France","Morocco"
"Germany","Morocco"
"Germany","Morocco"
"Italy","Morocco"
"Italy","Morocco"
"France","Morocco"
"France","Morocco"
"Morocco","Netherlands"
"Morocco","Belgium"
"Morocco","Germany"
"Niger","Morocco"
"Niger","Burkina Faso"
"Mauritania","Morocco"
"Cameroon","Morocco"
"France","Morocco"
"France","Morocco"
"France","Morocco"
"France","Morocco"
"France","Morocco"
"France","Morocco"
"France","Morocco"
"France","Morocco"
"France","Morocco"
"France","Morocco"
"France","Morocco"
"Burkina Faso","Morocco"
"Burkina Faso","Niger"
"Morocco","Belgium"
"Morocco","France"
"Guinea-Bissau","Gambia"
"Guinea-Bissau","Morocco"
"Guinea-Bissau","Cape Verde"
"Morocco","France"
"Congo (Brazzaville)","Morocco"
"Cape Verde","Gambia"
"Cape Verde","Morocco"
"Cape Verde","Guinea-Bissau"
"Morocco","France"
"Morocco","Belgium"
"Morocco","United Kingdom"
"Morocco","France"
"Morocco","Spain"
"Morocco","France"
"Morocco","Germany"
"Morocco","Italy"
"Morocco","France"
"Morocco","France"
"Morocco","France"
"Morocco","France"
"Morocco","France"
"Liberia","Morocco"
"Liberia","Sierra Leone"
"Saudi Arabia","Egypt"
"Singapore","United Arab Emirates"
"Equatorial Guinea","Morocco"
"Equatorial Guinea","Gabon"
"Russia","Morocco"
"France","Morocco"
"Spain","Morocco"
"Libya","Morocco"
"France","Morocco"
"France","Morocco"
"Morocco","Netherlands"
"Morocco","Spain"
"Morocco","Belgium"
"Morocco","United Kingdom"
"Morocco","Spain"
"Morocco","France"
"Italy","Morocco"
"Tunisia","Morocco"
"Germany","Denmark"
"Western Sahara","Morocco"
"Western Sahara","Morocco"
"Spain","Morocco"
"Canada","Morocco"
"Switzerland","Morocco"
"Chile","Peru"
"Paraguay","Peru"
"Aruba","Colombia"
"Colombia","United States"
"Spain","Colombia"
"Colombia","Aruba"
"Colombia","Spain"
"Colombia","Venezuela"
"Colombia","Mexico"
"Colombia","Netherlands Antilles"
"Colombia","United States"
"Colombia","Argentina"
"Colombia","United States"
"Colombia","Germany"
"Colombia","Brazil"
"Colombia","Brazil"
"Colombia","Guatemala"
"Colombia","Ecuador"
"Colombia","Cuba"
"Colombia","United States"
"Colombia","United States"
"Colombia","United States"
"Colombia","Peru"
"Colombia","Bolivia"
"Colombia","Spain"
"Colombia","United States"
"Colombia","Mexico"
"Colombia","United States"
"Colombia","Panama"
"Colombia","Dominican Republic"
"Colombia","El Salvador"
"Colombia","Chile"
"Colombia","Dominican Republic"
"Colombia","Costa Rica"
"Colombia","Puerto Rico"
"Colombia","Ecuador"
"Colombia","Canada"
"Belize","El Salvador"
"Venezuela","Colombia"
"Venezuela","Peru"
"Colombia","Ecuador"
"Colombia","Peru"
"Colombia","Spain"
"Colombia","United States"
"Colombia","El Salvador"
"United States","Costa Rica"
"Colombia","United States"
"Mexico","Colombia"
"Mexico","El Salvador"
"Netherlands Antilles","Colombia"
"United States","El Salvador"
"United States","Colombia"
"United States","El Salvador"
"Argentina","Colombia"
"Argentina","Peru"
"United States","Colombia"
"Germany","Colombia"
"Brazil","Colombia"
"Brazil","Peru"
"Brazil","Colombia"
"Brazil","Peru"
"Guatemala","Colombia"
"Guatemala","United States"
"Guatemala","United States"
"Guatemala","El Salvador"
"Guatemala","Honduras"
"Guatemala","Costa Rica"
"Guatemala","Honduras"
"Ecuador","Colombia"
"Ecuador","Colombia"
"Ecuador","Peru"
"Ecuador","El Salvador"
"Cuba","Colombia"
"United States","Colombia"
"United States","El Salvador"
"United States","Colombia"
"United States","El Salvador"
"United States","Colombia"
"United States","Colombia"
"United States","El Salvador"
"United States","Honduras"
"United States","Guatemala"
"United States","El Salvador"
"Peru","Chile"
"Peru","Paraguay"
"Peru","Colombia"
"Peru","Venezuela"
"Peru","Colombia"
"Peru","Argentina"
"Peru","Brazil"
"Peru","Brazil"
"Peru","Ecuador"
"Peru","Bolivia"
"Peru","Colombia"
"Peru","Mexico"
"Peru","United States"
"Peru","Uruguay"
"Peru","Brazil"
"Peru","El Salvador"
"Peru","Chile"
"Peru","Dominican Republic"
"Peru","Costa Rica"
"Peru","Ecuador"
"Peru","Bolivia"
"Costa Rica","El Salvador"
"Bolivia","Colombia"
"Bolivia","Peru"
"Spain","Colombia"
"Spain","Colombia"
"Spain","Colombia"
"United States","Colombia"
"United States","El Salvador"
"Colombia","United States"
"Colombia","Peru"
"Colombia","Spain"
"Colombia","United States"
"Colombia","El Salvador"
"Mexico","Colombia"
"Mexico","Peru"
"Mexico","El Salvador"
"Mexico","Costa Rica"
"Mexico","Canada"
"United States","Colombia"
"United States","Colombia"
"United States","Colombia"
"United States","Colombia"
"United States","Guatemala"
"United States","Peru"
"United States","Colombia"
"United States","El Salvador"
"United States","Honduras"
"Uruguay","Peru"
"United States","El Salvador"
"Brazil","Peru"
"Panama","Colombia"
"Panama","El Salvador"
"Panama","Costa Rica"
"Dominican Republic","Colombia"
"Honduras","El Salvador"
"El Salvador","Colombia"
"El Salvador","Belize"
"El Salvador","Colombia"
"El Salvador","Mexico"
"El Salvador","United States"
"El Salvador","United States"
"El Salvador","Guatemala"
"El Salvador","Ecuador"
"El Salvador","United States"
"El Salvador","United States"
"El Salvador","United States"
"El Salvador","United States"
"El Salvador","Peru"
"El Salvador","Costa Rica"
"El Salvador","United States"
"El Salvador","Colombia"
"El Salvador","Mexico"
"El Salvador","United States"
"El Salvador","United States"
"El Salvador","Panama"
"El Salvador","Honduras"
"El Salvador","Honduras"
"El Salvador","United States"
"El Salvador","Costa Rica"
"El Salvador","Honduras"
"El Salvador","Ecuador"
"El Salvador","Canada"
"Honduras","Guatemala"
"Honduras","United States"
"Honduras","United States"
"Honduras","El Salvador"
"Honduras","Costa Rica"
"Chile","Colombia"
"Chile","Peru"
"Dominican Republic","Colombia"
"Dominican Republic","Peru"
"United States","El Salvador"
"Costa Rica","Colombia"
"Costa Rica","United States"
"Costa Rica","Guatemala"
"Costa Rica","Peru"
"Costa Rica","Mexico"
"Costa Rica","Panama"
"Costa Rica","El Salvador"
"Costa Rica","Honduras"
"Costa Rica","Honduras"
"Puerto Rico","Colombia"
"Honduras","Guatemala"
"Honduras","El Salvador"
"Honduras","Costa Rica"
"Ecuador","Colombia"
"Ecuador","Peru"
"Ecuador","El Salvador"
"Bolivia","Peru"
"Canada","Colombia"
"Canada","Mexico"
"Canada","El Salvador"
"Ghana","Nigeria"
"Nigeria","Ghana"
"Spain","Finland"
"Netherlands","Finland"
"Netherlands","Portugal"
"Netherlands","Portugal"
"Sweden","Finland"
"Sweden","United Kingdom"
"Sweden","Germany"
"Sweden","Austria"
"United States","United Kingdom"
"United States","United Kingdom"
"Turkey","Finland"
"Spain","Finland"
"Spain","United States"
"Spain","United States"
"Thailand","Finland"
"Sweden","Finland"
"Australia","Hong Kong"
"United States","United Kingdom"
"United States","Spain"
"Belgium","Finland"
"Belgium","Portugal"
"Hungary","Finland"
"United States","United Kingdom"
"France","United States"
"France","Finland"
"France","United States"
"France","United States"
"France","United States"
"China","Finland"
"Australia","Hong Kong"
"Denmark","Germany"
"Denmark","Finland"
"Denmark","Germany"
"Denmark","Austria"
"Italy","Germany"
"Italy","Germany"
"Italy","Germany"
"Croatia","Finland"
"India","Finland"
"United States","United Kingdom"
"United States","France"
"United States","Germany"
"United States","United Kingdom"
"United States","Spain"
"Russia","Finland"
"Ireland","United States"
"Ireland","United States"
"Germany","Denmark"
"Germany","Italy"
"Germany","Italy"
"Germany","Finland"
"Germany","United States"
"Germany","Austria"
"United States","United Kingdom"
"Italy","Finland"
"Italy","United States"
"Italy","United States"
"Italy","Germany"
"Italy","Austria"
"Germany","United States"
"Germany","Finland"
"Germany","Spain"
"Sweden","Finland"
"Sweden","Germany"
"Switzerland","Finland"
"Switzerland","Portugal"
"Switzerland","Portugal"
"Turkey","Finland"
"Germany","Finland"
"Germany","Austria"
"Finland","Spain"
"Finland","Netherlands"
"Finland","Sweden"
"Finland","Turkey"
"Finland","Spain"
"Finland","Thailand"
"Finland","Sweden"
"Finland","Belgium"
"Finland","Hungary"
"Finland","France"
"Finland","China"
"Finland","Denmark"
"Finland","Croatia"
"Finland","India"
"Finland","Russia"
"Finland","Germany"
"Finland","Italy"
"Finland","Germany"
"Finland","Sweden"
"Finland","Switzerland"
"Finland","Turkey"
"Finland","Germany"
"Finland","Hong Kong"
"Finland","South Korea"
"Finland","United States"
"Finland","Iceland"
"Finland","Japan"
"Finland","Poland"
"Finland","Russia"
"Finland","United Kingdom"
"Finland","Portugal"
"Finland","Slovenia"
"Finland","Spain"
"Finland","United Kingdom"
"Finland","Belarus"
"Finland","Germany"
"Finland","Italy"
"Finland","France"
"Finland","Japan"
"Finland","Sweden"
"Finland","Japan"
"Finland","Norway"
"Finland","China"
"Finland","Czech Republic"
"Finland","China"
"Finland","Latvia"
"Finland","Singapore"
"Finland","Russia"
"Finland","Russia"
"Finland","Estonia"
"Finland","Estonia"
"Finland","Israel"
"Finland","Germany"
"Finland","Austria"
"Finland","Lithuania"
"Finland","Poland"
"Finland","China"
"Finland","Switzerland"
"Hong Kong","Australia"
"Hong Kong","Australia"
"Hong Kong","Finland"
"Hong Kong","Australia"
"Hong Kong","Australia"
"United States","United Kingdom"
"United States","United Kingdom"
"South Korea","Finland"
"United States","Spain"
"United States","France"
"United States","Ireland"
"United States","Italy"
"United States","Finland"
"United States","United Kingdom"
"United States","United Kingdom"
"United States","Spain"
"United States","United Kingdom"
"United States","Italy"
"United States","Puerto Rico"
"United States","Canada"
"United States","Canada"
"Iceland","Finland"
"Japan","Finland"
"Poland","Finland"
"United States","United Kingdom"
"United States","United Kingdom"
"United States","United Kingdom"
"United States","Spain"
"Russia","Finland"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","Sweden"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","Finland"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","Portugal"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","United States"
"United Kingdom","Canada"
"United Kingdom","Canada"
"United Kingdom","Canada"
"United Kingdom","Canada"
"Portugal","Netherlands"
"Portugal","Belgium"
"Portugal","Switzerland"
"Portugal","Finland"
"Portugal","United Kingdom"
"Portugal","Switzerland"
"Slovenia","Finland"
"Spain","United States"
"Spain","United States"
"Spain","Germany"
"Spain","Finland"
"Spain","United States"
"Spain","United States"
"Spain","United States"
"Spain","United States"
"United Kingdom","Finland"
"United Kingdom","United States"
"United Kingdom","United States"
"United States","United Kingdom"
"Australia","Hong Kong"
"United States","Spain"
"United States","France"
"United States","United Kingdom"
"United States","Spain"
"United States","Italy"
"Belarus","Finland"
"Germany","Italy"
"Germany","Finland"
"Italy","Finland"
"Italy","United States"
"Italy","United States"
"France","Finland"
"Japan","Finland"
"Sweden","Finland"
"Japan","Finland"
"Portugal","Switzerland"
"United States","France"
"United States","Ireland"
"United States","Germany"
"United States","Italy"
"United States","United Kingdom"
"United States","Spain"
"United States","United Kingdom"
"Norway","Denmark"
"Norway","Finland"
"Norway","Germany"
"Romania","Germany"
"China","Finland"
"United States","United Kingdom"
"United States","United Kingdom"
"Czech Republic","Finland"
"China","Finland"
"United States","United Kingdom"
"Latvia","Finland"
"United States","United Kingdom"
"United States","United Kingdom"
"United States","United Kingdom"
"Singapore","Finland"
"Puerto Rico","United States"
"Bulgaria","Germany"
"Russia","Finland"
"Russia","Finland"
"Australia","Hong Kong"
"Austria","Germany"
"Austria","Germany"
"Austria","Germany"
"Estonia","Finland"
"Estonia","Finland"
"Israel","Finland"
"United States","United Kingdom"
"Germany","Sweden"
"Germany","Denmark"
"Germany","Italy"
"Germany","Sweden"
"Germany","Finland"
"Germany","Norway"
"Germany","Romania"
"Germany","Bulgaria"
"Germany","Austria"
"Austria","Sweden"
"Austria","Denmark"
"Austria","Italy"
"Austria","Finland"
"Lithuania","Finland"
"Poland","Finland"
"China","Finland"
"Canada","United States"
"Canada","United Kingdom"
"Canada","United Kingdom"
"Canada","United Kingdom"
"Canada","United States"
"Canada","United Kingdom"
"Switzerland","Finland"
"Switzerland","Portugal"
"Denmark","Netherlands"
"Cote d'Ivoire","France"
"United Kingdom","France"
"Ghana","Italy"
"Norway","Netherlands"
"Spain","Italy"
"Algeria","Italy"
"Jordan","Italy"
"Netherlands","Denmark"
"Netherlands","Norway"
"Netherlands","Sweden"
"Netherlands","Norway"
"Netherlands","Denmark"
"Netherlands","Italy"
"Netherlands","Germany"
"Netherlands","United Kingdom"
"Netherlands","Germany"
"Netherlands","Denmark"
"Netherlands","South Africa"
"Netherlands","Italy"
"Netherlands","United Kingdom"
"Netherlands","Germany"
"Netherlands","United Arab Emirates"
"Netherlands","Italy"
"Netherlands","Italy"
"Netherlands","United Kingdom"
"Netherlands","Germany"
"Netherlands","Germany"
"Netherlands","Finland"
"Netherlands","United Kingdom"
"Netherlands","Norway"
"Netherlands","United Kingdom"
"Netherlands","Peru"
"Netherlands","Italy"
"Netherlands","United Kingdom"
"Netherlands","Kenya"
"Netherlands","United Kingdom"
"Netherlands","Italy"
"Netherlands","Panama"
"Netherlands","Norway"
"Netherlands","Norway"
"Netherlands","Norway"
"Netherlands","Germany"
"Netherlands","Italy"
"Sweden","Netherlands"
"Sweden","France"
"Greece","Italy"
"Greece","Cyprus"
"Greece","Italy"
"United States","France"
"United States","Mexico"
"United States","Italy"
"United States","Mexico"
"United States","Mexico"
"United States","Mexico"
"United States","Panama"
"United States","Puerto Rico"
"United Arab Emirates","Bahrain"
"United Arab Emirates","Thailand"
"United Arab Emirates","India"
"United Arab Emirates","India"
"United Arab Emirates","Indonesia"
"United Arab Emirates","Sri Lanka"
"United Arab Emirates","India"
"United Arab Emirates","China"
"United Arab Emirates","India"
"United Arab Emirates","Italy"
"United Arab Emirates","South Africa"
"United Arab Emirates","Pakistan"
"United Arab Emirates","Sudan"
"United Arab Emirates","Malaysia"
"United Arab Emirates","Kuwait"
"United Arab Emirates","Pakistan"
"United Arab Emirates","Oman"
"United Arab Emirates","Australia"
"United Arab Emirates","Maldives"
"United Arab Emirates","Italy"
"United Arab Emirates","Kenya"
"United Arab Emirates","China"
"United Arab Emirates","Seychelles"
"United Arab Emirates","Singapore"
"United Arab Emirates","Australia"
"Bahrain","United Arab Emirates"
"Spain","Italy"
"Spain","Italy"
"Serbia","Italy"
"Serbia","Italy"
"Lebanon","Italy"
"Lebanon","Italy"
"Norway","Netherlands"
"Spain","France"
"Spain","Italy"
"Thailand","United Arab Emirates"
"Thailand","France"
"Denmark","Netherlands"
"Denmark","France"
"Italy","Netherlands"
"Italy","France"
"Italy","Romania"
"Italy","Portugal"
"Italy","Russia"
"Italy","Albania"
"India","United Arab Emirates"
"France","Italy"
"India","United Arab Emirates"
"United States","France"
"United States","Italy"
"Germany","Netherlands"
"Germany","France"
"Italy","Albania"
"United Kingdom","Netherlands"
"Belgium","Italy"
"Belgium","Italy"
"Hungary","Italy"
"Egypt","Italy"
"Egypt","Italy"
"Venezuela","Italy"
"France","Cote d'Ivoire"
"France","United Kingdom"
"France","Sweden"
"France","United States"
"France","Spain"
"France","Thailand"
"France","Denmark"
"France","Italy"
"France","United States"
"France","Germany"
"France","Denmark"
"France","Italy"
"France","Senegal"
"France","United States"
"France","Ireland"
"France","Germany"
"France","United Arab Emirates"
"France","United Kingdom"
"France","Armenia"
"France","Italy"
"France","Italy"
"France","Italy"
"France","Sweden"
"France","Germany"
"France","Germany"
"France","Vietnam"
"France","Hong Kong"
"France","United States"
"France","United States"
"France","United States"
"France","South Africa"
"France","United States"
"France","Peru"
"France","Italy"
"France","Portugal"
"France","United Kingdom"
"France","Mexico"
"France","United States"
"France","Italy"
"France","United Kingdom"
"France","Germany"
"France","Norway"
"France","Italy"
"France","Czech Republic"
"France","Dominican Republic"
"France","Chile"
"France","United States"
"France","United States"
"France","Vietnam"
"France","Germany"
"France","Norway"
"France","Netherlands Antilles"
"France","Italy"
"France","Germany"
"France","Italy"
"France","Spain"
"France","Italy"
"France","Canada"
"France","Canada"
"Indonesia","United Arab Emirates"
"Germany","Netherlands"
"Sri Lanka","United Arab Emirates"
"Sri Lanka","Italy"
"Morocco","Italy"
"India","United Arab Emirates"
"Denmark","Netherlands"
"Denmark","France"
"Denmark","Italy"
"Denmark","Italy"
"South Africa","Netherlands"
"Italy","Netherlands"
"Italy","France"
"Italy","Germany"
"Italy","United Kingdom"
"Italy","France"
"Italy","Germany"
"Italy","Russia"
"Italy","Germany"
"Italy","Austria"
"China","United Arab Emirates"
"Mexico","United States"
"United Kingdom","Netherlands"
"India","United Arab Emirates"
"India","Italy"
"India","Taiwan"
"Senegal","France"
"United States","France"
"Ireland","France"
"Germany","Netherlands"
"Germany","France"
"Germany","Italy"
"United Arab Emirates","Netherlands"
"United Arab Emirates","France"
"United Kingdom","France"
"Armenia","France"
"Armenia","Italy"
"Argentina","Italy"
"Italy","Spain"
"Italy","Algeria"
"Italy","Jordan"
"Italy","Netherlands"
"Italy","Greece"
"Italy","United States"
"Italy","United Arab Emirates"
"Italy","Spain"
"Italy","Serbia"
"Italy","Lebanon"
"Italy","Spain"
"Italy","France"
"Italy","United States"
"Italy","Belgium"
"Italy","Hungary"
"Italy","Egypt"
"Italy","Venezuela"
"Italy","France"
"Italy","Sri Lanka"
"Italy","Morocco"
"Italy","Denmark"
"Italy","India"
"Italy","Armenia"
"Italy","Argentina"
"Italy","Germany"
"Italy","Brazil"
"Italy","Brazil"
"Italy","Switzerland"
"Italy","Azerbaijan"
"Italy","Romania"
"Italy","South Korea"
"Italy","Iran"
"Italy","Turkey"
"Italy","Saudi Arabia"
"Italy","United States"
"Italy","Ukraine"
"Italy","Japan"
"Italy","Kuwait"
"Italy","United States"
"Italy","United Kingdom"
"Italy","Russia"
"Italy","United Kingdom"
"Italy","Portugal"
"Italy","Nigeria"
"Italy","Luxembourg"
"Italy","France"
"Italy","Spain"
"Italy","United States"
"Italy","Malta"
"Italy","France"
"Italy","France"
"Italy","Germany"
"Italy","France"
"Italy","Japan"
"Italy","Portugal"
"Italy","United States"
"Italy","Algeria"
"Italy","Romania"
"Italy","Czech Republic"
"Italy","China"
"Italy","Latvia"
"Italy","Saudi Arabia"
"Italy","Greece"
"Italy","Macedonia"
"Italy","Bulgaria"
"Italy","Russia"
"Italy","France"
"Italy","Georgia"
"Italy","Montenegro"
"Italy","Albania"
"Italy","Libya"
"Italy","France"
"Italy","Israel"
"Italy","Tunisia"
"Italy","Austria"
"Italy","Spain"
"Italy","Poland"
"Italy","Canada"
"Italy","Switzerland"
"Italy","Netherlands"
"Italy","France"
"Italy","Switzerland"
"Germany","Italy"
"Germany","Vietnam"
"Germany","Italy"
"Germany","Vietnam"
"Kyrgyzstan","Russia"
"Mexico","United States"
"Brazil","Italy"
"United Kingdom","Netherlands"
"Italy","France"
"Italy","Albania"
"Sweden","France"
"Brazil","Italy"
"Switzerland","Italy"
"Switzerland","Italy"
"Azerbaijan","Italy"
"Azerbaijan","Italy"
"Germany","Netherlands"
"Germany","France"
"Germany","Netherlands"
"Germany","France"
"Vietnam","France"
"Vietnam","Germany"
"Finland","Netherlands"
"Hong Kong","France"
"United Kingdom","Netherlands"
"United States","France"
"United States","France"
"Romania","Italy"
"Romania","Italy"
"Romania","Italy"
"South Korea","Italy"
"Iran","Italy"
"Turkey","Italy"
"Saudi Arabia","Italy"
"Saudi Arabia","Italy"
"United States","France"
"United States","Italy"
"United States","Mexico"
"United States","Italy"
"United States","Italy"
"United States","Canada"
"United States","Canada"
"South Africa","United Arab Emirates"
"South Africa","France"
"Ukraine","Italy"
"Pakistan","United Arab Emirates"
"Moldova","Romania"
"Japan","Italy"
"Norway","Netherlands"
"Sudan","United Arab Emirates"
"Malaysia","United Arab Emirates"
"Kuwait","United Arab Emirates"
"Kuwait","Italy"
"United States","France"
"United States","Italy"
"United Kingdom","Netherlands"
"Cyprus","Greece"
"United Kingdom","Italy"
"United Kingdom","Italy"
"Russia","Italy"
"Russia","Italy"
"Russia","Italy"
"United Kingdom","Italy"
"United Kingdom","Italy"
"Pakistan","United Arab Emirates"
"United Kingdom","Italy"
"United Kingdom","Italy"
"Peru","Netherlands"
"Peru","France"
"Italy","Netherlands"
"Italy","Spain"
"Italy","Belgium"
"Italy","France"
"Italy","Germany"
"Italy","United Kingdom"
"Italy","United Kingdom"
"Italy","France"
"Italy","Romania"
"Italy","Czech Republic"
"Italy","Austria"
"Italy","Poland"
"Portugal","Italy"
"Portugal","France"
"Portugal","Italy"
"Portugal","Italy"
"Portugal","Italy"
"Nigeria","Ghana"
"Luxembourg","Italy"
"Luxembourg","Italy"
"France","Italy"
"France","Italy"
"France","Italy"
"Spain","Italy"
"Spain","Mexico"
"United Kingdom","France"
"Oman","United Arab Emirates"
"Australia","United Arab Emirates"
"Mexico","United States"
"Mexico","France"
"Mexico","United States"
"Mexico","Spain"
"Mexico","United States"
"United States","France"
"United States","Italy"
"United States","Mexico"
"Malta","Italy"
"Maldives","United Arab Emirates"
"United Kingdom","Netherlands"
"France","Italy"
"France","Italy"
"France","Italy"
"France","Italy"
"Mexico","United States"
"Germany","Italy"
"Italy","United Arab Emirates"
"Italy","Serbia"
"Italy","Lebanon"
"Italy","Egypt"
"Italy","Azerbaijan"
"Italy","Saudi Arabia"
"Italy","United States"
"Italy","Russia"
"Italy","Portugal"
"Italy","Luxembourg"
"Italy","France"
"Italy","France"
"Italy","Japan"
"Italy","France"
"Italy","Portugal"
"Italy","Latvia"
"Italy","Saudi Arabia"
"Italy","Bulgaria"
"Italy","Russia"
"Italy","Albania"
"Italy","Tunisia"
"Italy","France"
"Kenya","Netherlands"
"Kenya","United Arab Emirates"
"France","Italy"
"France","Italy"
"United Kingdom","France"
"Japan","Italy"
"Japan","Italy"
"Japan","Italy"
"France","Italy"
"Germany","France"
"United Kingdom","Netherlands"
"Italy","Latvia"
"Portugal","Italy"
"Portugal","Italy"
"United States","Italy"
"Algeria","Italy"
"France","Italy"
"Norway","France"
"Romania","Italy"
"Romania","Moldova"
"Romania","Italy"
"China","United Arab Emirates"
"Italy","Netherlands"
"Italy","France"
"Italy","United Kingdom"
"Italy","Russia"
"Italy","Germany"
"Czech Republic","France"
"Czech Republic","Italy"
"Czech Republic","Italy"
"Czech Republic","Italy"
"Czech Republic","Italy"
"Italy","Czech Republic"
"Italy","Russia"
"Italy","Albania"
"Italy","Germany"
"Panama","Netherlands"
"Panama","United States"
"Dominican Republic","France"
"China","Italy"
"Latvia","Italy"
"Latvia","Italy"
"Latvia","Italy"
"Latvia","Italy"
"Saudi Arabia","Italy"
"Saudi Arabia","Italy"
"Chile","France"
"United States","France"
"Seychelles","United Arab Emirates"
"United States","France"
"Vietnam","France"
"Vietnam","Germany"
"Singapore","United Arab Emirates"
"Puerto Rico","United States"
"Greece","Italy"
"Macedonia","Italy"
"Bulgaria","Italy"
"Bulgaria","Italy"
"Germany","France"
"Germany","Italy"
"Virgin Islands","United States"
"Norway","Netherlands"
"Norway","France"
"Russia","Italy"
"Russia","Italy"
"Russia","Italy"
"Russia","Kyrgyzstan"
"Russia","Italy"
"Russia","Italy"
"Russia","Italy"
"Russia","Uzbekistan"
"Russia","Italy"
"France","Italy"
"Netherlands Antilles","France"
"Australia","United Arab Emirates"
"Uzbekistan","Russia"
"Georgia","Italy"
"Montenegro","Italy"
"Albania","Italy"
"Albania","Italy"
"Albania","Italy"
"Albania","Italy"
"Albania","Italy"
"Albania","Italy"
"Albania","Italy"
"Albania","Italy"
"Albania","Italy"
"Libya","Italy"
"France","Italy"
"France","Italy"
"Israel","Italy"
"Taiwan","India"
"Norway","Netherlands"
"Norway","Netherlands"
"Italy","France"
"Italy","Romania"
"Italy","Albania"
"Tunisia","Italy"
"Tunisia","Italy"
"Germany","Netherlands"
"Germany","France"
"Germany","Italy"
"Germany","Italy"
"Germany","Italy"
"Italy","Netherlands"
"Italy","Greece"
"Italy","France"
"Italy","Denmark"
"Italy","United States"
"Italy","Russia"
"Italy","Portugal"
"Italy","France"
"Italy","France"
"Italy","Japan"
"Italy","Czech Republic"
"Italy","Latvia"
"Italy","Russia"
"Italy","Albania"
"Italy","France"
"Spain","France"
"Austria","Italy"
"Austria","Italy"
"Austria","Italy"
"Spain","Italy"
"Italy","France"
"Italy","Albania"
"Poland","Italy"
"Poland","Italy"
"Canada","France"
"Canada","United States"
"Canada","France"
"Canada","United States"
"Canada","Italy"
"Switzerland","Italy"
"Russia","Belarus"
"Netherlands","Belarus"
"Sweden","Belarus"
"Turkmenistan","Belarus"
"United Arab Emirates","Belarus"
"Spain","Belarus"
"Serbia","Hungary"
"Lebanon","Belarus"
"Hungary","Serbia"
"Hungary","Belarus"
"Georgia","Belarus"
"France","Belarus"
"Russia","Belarus"
"Armenia","Belarus"
"Italy","Belarus"
"Germany","Belarus"
"Switzerland","Belarus"
"Azerbaijan","Belarus"
"Germany","Belarus"
"Finland","Belarus"
"Iran","Belarus"
"Turkey","Belarus"
"Ukraine","Belarus"
"Russia","Belarus"
"Russia","Belarus"
"Russia","Belarus"
"Georgia","Belarus"
"Cyprus","Belarus"
"Russia","Belarus"
"United Kingdom","Belarus"
"Belarus","Russia"
"Belarus","Netherlands"
"Belarus","Sweden"
"Belarus","Turkmenistan"
"Belarus","United Arab Emirates"
"Belarus","Spain"
"Belarus","Lebanon"
"Belarus","Hungary"
"Belarus","Georgia"
"Belarus","France"
"Belarus","Russia"
"Belarus","Armenia"
"Belarus","Italy"
"Belarus","Germany"
"Belarus","Switzerland"
"Belarus","Azerbaijan"
"Belarus","Germany"
"Belarus","Finland"
"Belarus","Iran"
"Belarus","Turkey"
"Belarus","Ukraine"
"Belarus","Russia"
"Belarus","Russia"
"Belarus","Russia"
"Belarus","Georgia"
"Belarus","Cyprus"
"Belarus","Russia"
"Belarus","United Kingdom"
"Belarus","Italy"
"Belarus","France"
"Belarus","Czech Republic"
"Belarus","Latvia"
"Belarus","Russia"
"Belarus","Germany"
"Belarus","Georgia"
"Belarus","Israel"
"Belarus","Kazakhstan"
"Belarus","Austria"
"Belarus","Lithuania"
"Belarus","Poland"
"Italy","Belarus"
"France","Belarus"
"Czech Republic","Belarus"
"Latvia","Belarus"
"Russia","Belarus"
"Germany","Belarus"
"Georgia","Belarus"
"Israel","Belarus"
"Kazakhstan","Belarus"
"Austria","Belarus"
"Lithuania","Belarus"
"Poland","Belarus"
"Comoros","Kenya"
"Somalia","Kenya"
"Kenya","Comoros"
"Somalia","Kenya"
"Kenya","Somalia"
"Kenya","Somalia"
"Kenya","Somalia"
"Aruba","United States"
"Aruba","United States"
"Dominican Republic","United States"
"Bermuda","United States"
"United States","Puerto Rico"
"Barbados","United States"
"Colombia","United States"
"Colombia","United States"
"United States","Aruba"
"United States","Mexico"
"United States","United Arab Emirates"
"United States","Bahamas"
"United States","Turks and Caicos Islands"
"United States","Dominican Republic"
"United States","Dominican Republic"
"United States","Puerto Rico"
"United States","Dominican Republic"
"United States","Virgin Islands"
"United States","Netherlands Antilles"
"Puerto Rico","United States"
"Puerto Rico","United States"
"Colombia","United States"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
"Mexico","United States"
